fixture_id,home_team,away_team,home_goals,away_goals,venue,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
151895,Al-Raed,Al-Nassr,0.0,5.0,King Abdullah Sport City Stadium,2019-04-04 19:00:00,2018/2019,B. Hasi,Rui Vitória,4-2-3-1,4-2-3-1,"[('Abdullah Al Shammari', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Amri', None), ('Muteb Al-Mutlaq', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('I. Mboyo', 'F'), ('Saleh Al Shehri', None)]","[('B. Jones', 'G'), ('Maicon', 'D'), ('Omar Hawsawi', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Sultan Al Ghanam', 'D'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]",26,Match Finished,6.18,7.35
151897,Al-Qadisiyah FC,Ohod,4.0,2.0,Prince Saud bin Jalawi Stadium,2019-04-05 18:35:00,2018/2019,Bandar Basryh,A. Souayah,4-2-3-1,4-2-3-1,"[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Fawaz Fallatah', 'D'), ('M. Belkhiter', 'D'), ('Ibrahim Al Shuayl', 'D'), ('Élton', 'M'), ('M. Fatau', 'M'), ('Naif Hazazi', None), ('Ahmed Zain', 'M'), ('Jou Silva', 'M'), ('Bismark', 'M')]","[('Abdullah Al Oaisher', None), ('C. Medjani', 'D'), ('A. Belaïd', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Osama Ashoor', 'D'), ('Tamer Haj Mohamad', 'M'), ('M. Fouzair', 'M'), ('M. Maâzou', 'M'), ('Mohammed Majrashi', 'F'), ('Mohmad Atiah', 'M')]",26,Match Finished,6.79,6.39
151898,Al-Faisaly FC,Al-Fateh,1.0,1.0,Prince Salman Bin Abdulaziz Sport City Stadium,2019-04-05 18:55:00,2018/2019,Péricles Chamusca,F. Al Jabal,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Rogerinho', 'M'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Luisinho', 'M'), ('Yazeed Al Bakr', 'D'), ('Sultan Madash', 'M'), ('Hamdan Al Shamrani', 'D'), ('D. Calderón', 'F')]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('M. Naamani', 'D'), ('Yassen Hamza', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('Hamad Al Juhaim', 'F'), ('Ali Al Zaqan', 'M')]",26,Match Finished,6.88,6.68
151899,Al-Ittihad FC,Al Baten,4.0,1.0,King Abdullah Sports City,2019-04-05 20:45:00,2018/2019,J. Sierra,M. Panait,4-2-3-1,4-2-3-1,"[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jamal Ba Jandooh', 'M'), ('A. Prijović', 'F'), ('Fahad Al Muwallad', 'F')]","[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Soltan Ghneman', 'D'), ('Anas Zabbani', 'D'), ('Baraka', 'M'), ('Z. Ounalli', None), ('Mhana Al Enazi', 'D'), ('Abdulaziz Majrashi', 'M'), ('Jhonnattann', 'M'), ('Crysan', 'M'), ('Yousef Al Shammari', None)]",26,Match Finished,7.08,6.35
151900,Al Shabab,Al-Ahli Jeddah,0.0,4.0,Prince Faisal bin Fahd Stadium,2019-04-05 20:45:00,2018/2019,M. Şumudică,J. Fossati,4-1-4-1,4-4-2,"[('Abdullah Al Sudairy', None), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('C. Budescu', 'F'), ('Sebá', 'F'), ('B. Trawally', 'F')]","[('Mohammed Al Owais', 'G'), ('Aderllan Santos', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('Abdulbasit Hindi', None), ('N. Stanciu', 'M'), ('Hussain Al Mogahwi', 'M'), ('Abdulfattah Asiri', 'M'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F')]",26,Match Finished,6.29,7.42
151902,Al Wehda Club,Al-Ettifaq,3.0,1.0,King Abdul Aziz Stadium,2019-04-06 20:45:00,2018/2019,Mido,Sergio Piernas,4-2-3-1,4-4-2,"[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Z. Mebarakou', None), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('R. Otero', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Ali Al-Nemer', 'M'), ('A. Jaber', 'F')]","[('Abdullah Al Saleh', 'G'), ('R. Arias', 'D'), ('Saleh Al Qumayzi', 'D'), ('Abdullah Al Hafith', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Khalifa Al-Masrahi', 'D'), ('B. Alemán', 'M'), ('Ibrahim Mahnashi', 'M'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Abdulrahman Al Obod', 'F')]",26,Match Finished,7.1,6.56
151903,Al-Ettifaq,Al-Fateh,0.0,0.0,Prince Mohamed Bin Fahd Stadium,2019-04-11 18:40:00,2018/2019,Sergio Piernas,F. Al Jabal,4-2-3-1,4-2-3-1,"[('Abdullah Al Saleh', 'G'), ('R. Arias', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('Hussain Qasim', 'M'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Omar Al Senien', 'D'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M'), ('Abdulrahman Al Obod', 'F')]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('M. Naamani', 'D'), ('Yassen Hamza', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('S. Jovanović', 'M'), ('Ali Al Zaqan', 'M')]",27,Match Finished,7.01,6.82
151904,Al Baten,Al Shabab,1.0,2.0,Al-Batin Club Stadium,2019-04-11 19:00:00,2018/2019,M. Panait,M. Şumudică,4-2-3-1,3-5-2,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Soltan Ghneman', 'D'), ('Anas Zabbani', 'D'), ('Baraka', 'M'), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('Jhonnattann', 'M'), ('Fahad Al Johani', 'M'), ('Crysan', 'M'), ('Yousef Al Shammari', None)]","[('Mohammed Ahmed Awaji', 'G'), ('Mohammed Salem', None), ('V. Găman', 'D'), ('Mohammed Al Baqawi', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('C. Budescu', 'F'), ('Sebá', 'F'), ('B. Trawally', 'F')]",27,Match Finished,6.69,7.01
151905,Al-Hazm,Al-Raed,1.0,0.0,Al Hazem Club Stadium,2019-04-11 20:30:00,2018/2019,D. Isăilă,B. Hasi,4-4-2,4-2-3-1,"[('M. Asselah', 'G'), ('Alemão', 'D'), ('Abdulrahman Al Rio', 'D'), ('Khaled Al Barakah', 'D'), ('Diogo Salomão', 'F'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'M'), ('K. Igboananike', 'F'), ('Mohammed Al Saiari', 'F')]","[('A. Doukha', 'G'), ('Khaled Al Ghamdi', 'D'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('I. Mboyo', 'F'), ('F. Hasani', 'M')]",27,Match Finished,7.02,6.61
151906,Al Taawon,Al-Qadisiyah FC,2.0,0.0,King Abdullah Sport City Stadium,2019-04-12 19:05:00,2018/2019,Pedro Emanuel,Bandar Basryh,4-2-3-1,5-4-1,"[('Cássio', None), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Rabeaa Sefiani', 'M'), ('C. Amissi', 'M'), ('Abdulfattah Mohamed Adam', None)]","[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Abdulmuhsen Fallatah', 'D'), ('Ibrahim Al Shuayl', 'D'), ('M. Fatau', 'M'), ('Naif Hazazi', None), ('Jou Silva', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]",27,Match Finished,7.11,6.58
151907,Ohod,Al-Fayha,1.0,3.0,Prince Mohammed bin Abdul Aziz Stadium,2019-04-12 19:20:00,2018/2019,A. Souayah,N. Zekri,4-3-2-1,3-5-2,"[('Khaled Sharahili', None), ('C. Medjani', 'D'), ('A. Belaïd', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Sami Kassar', 'D'), ('Fahad Hamad', 'M'), ('M. Fouzair', 'M'), ('Ali Hassan Al Asmari', 'M'), ('M. Maâzou', 'M')]","[(""Amer Shafi'"", None), ('Nawaf Al Sabhi', None), ('Abdullah Kano', None), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('N. Besara', 'F'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Omar Al-Mazial', None), ('Muhammad Fallatah', 'M')]",27,Match Finished,6.71,6.98
151908,Al Wehda Club,Al-Faisaly FC,1.0,2.0,King Abdul Aziz Stadium,2019-04-12 20:45:00,2018/2019,Mido,Péricles Chamusca,4-3-3,4-4-1-1,"[('Mohamed Awad', 'G'), ('Z. Mebarakou', None), ('Sari Amro', 'D'), ('Ahmed Al Shamrani', 'D'), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('R. Otero', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Ali Al-Nemer', 'M'), ('A. Jaber', 'F')]","[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Rogerinho', 'M'), ('K. Hyland', 'M'), ('Awadh Khrees', 'M'), ('Luisinho', 'M'), ('Sultan Madash', 'M'), ('Husain Al Monassar', 'M'), ('Hamdan Al Shamrani', 'D'), ('D. Calderón', 'F')]",27,Match Finished,6.73,6.87
151909,Al-Ahli Jeddah,Al-Hilal Saudi FC,0.0,1.0,King Abdullah Sports City,2019-04-12 20:45:00,2018/2019,J. Fossati,Z. Mamić,4-4-1-1,4-1-4-1,"[('Mohammed Al Owais', 'G'), ('Hussein Abdul Ghani', None), ('Aderllan Santos', 'D'), ('Mohammed Al Fatil', 'D'), ('Abdullah Tarmin', 'D'), ('N. Stanciu', 'M'), ('C. Baeza', 'M'), ('Abdulfattah Asiri', 'M'), ('Yousef Saad Al Harbi', 'F'), ('Salman Al Moasher', 'M'), ('Omar Al Somah', 'F')]","[('Abdullah Al Maiouf', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]",27,Match Finished,6.74,7.02
151910,Al-Nassr,Al-Ittihad FC,2.0,3.0,King Fahd Stadium,2019-04-13 18:50:00,2018/2019,Rui Vitória,J. Sierra,4-4-1-1,4-2-3-1,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Bruno Uvini', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Sultan Al Ghanam', 'D'), ('Abdullah Alkhaibari', 'M'), ('Fahad Bin Jumayah', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]","[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Ahmad Asiri', 'D'), ('Abdullah Al Ammar', 'D'), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('S. Sanogo', 'M'), ('Jonas', 'M'), ('A. Prijović', 'F'), ('Fahad Al Muwallad', 'F')]",27,Match Finished,6.98,6.95
151911,Al-Nassr,Al-Fateh,5.0,0.0,Prince Mohamed Bin Fahd Stadium,2019-04-18 20:45:00,2018/2019,Rui Vitória,F. Al Jabal,4-4-1-1,4-2-3-1,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Bruno Uvini', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Sultan Al Ghanam', 'D'), ('Abdullah Alkhaibari', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Jumaan Al Dosari', 'D'), ('M. Naamani', 'D'), ('Yassen Hamza', 'D'), ('Mohammed Alfehaid', 'M'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('S. Jovanović', 'M'), ('Ali Al Zaqan', 'M')]",28,Match Finished,7.45,6.15
151912,Al-Ittihad FC,Al-Ettifaq,2.0,0.0,King Abdullah Sports City,2019-04-18 20:45:00,2018/2019,J. Sierra,Sergio Piernas,4-2-3-1,4-2-3-1,"[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Ahmad Asiri', 'D'), ('Abdullah Al Ammar', 'D'), ('Saud Abdul Hamid', None), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Garry Rodrigues', 'M'), ('Jamal Ba Jandooh', 'M'), ('Abdulaziz Al Bishi', None), ('Khaled Al Samiri', None)]","[('Abdullah Al Saleh', 'G'), ('R. Arias', 'D'), ('Abdullah Al Hafith', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Hussain Qasim', 'M'), ('F. Kiss', 'M'), ('Omar Al Senien', 'D'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M'), ('Hazzaa Al Hazzaa', 'F')]",28,Match Finished,7.2,6.65
151913,Al-Qadisiyah FC,Al Baten,0.0,2.0,Prince Saud bin Jalawi Stadium,2019-04-19 18:45:00,2018/2019,Bandar Basryh,M. Panait,4-2-3-1,4-4-2,"[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Ibrahim Al Shuayl', 'D'), ('Élton', 'M'), ('M. Fatau', 'M'), ('Naif Hazazi', None), ('Yousef Qalfa', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]","[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Bandar Al Mutairi', 'D'), ('Anas Zabbani', 'D'), ('Baraka', 'M'), ('Z. Ounalli', 'F'), ('Jedaan Al Shemmari', 'M'), ('Abdulaziz Majrashi', 'M'), ('Jhonnattann', 'M'), ('Crysan', 'M'), ('Ramzi Solan', None)]",28,Match Finished,6.43,7.14
151914,Al-Raed,Ohod,5.0,1.0,King Abdullah Sport City Stadium,2019-04-19 20:30:00,2018/2019,B. Hasi,A. Souayah,4-2-3-1,5-4-1,"[('A. Doukha', 'G'), ('Khaled Al Ghamdi', 'D'), ('Hussein Al Shuwaish', 'D'), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('I. Mboyo', 'F'), ('F. Hasani', 'M'), ('Saleh Al Shehri', None)]","[('Khaled Sharahili', None), ('C. Medjani', 'D'), ('A. Belaïd', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Osama Ashoor', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('Fahad Hamad', 'M'), ('M. Fouzair', 'M'), ('M. Maâzou', 'M')]",28,Match Finished,7.08,6.29
151915,Al-Ahli Jeddah,Al Wehda Club,3.0,2.0,King Abdullah Sports City,2019-04-19 20:45:00,2018/2019,J. Fossati,Mido,4-2-3-1,4-2-3-1,"[('Mohammed Al Owais', 'G'), ('Hussein Abdul Ghani', None), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('N. Stanciu', 'M'), ('C. Baeza', 'M'), ('Nouh Al Mousa', 'M'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]","[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Z. Mebarakou', None), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('R. Otero', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Ali Al-Nemer', 'M'), ('A. Jaber', 'F')]",28,Match Finished,6.94,6.7
151917,Al-Fayha,Al-Faisaly FC,3.0,4.0,Prince Salman Bin Abdulaziz Sport City Stadium,2019-04-20 20:30:00,2018/2019,N. Zekri,Péricles Chamusca,4-2-3-1,4-2-3-1,"[(""Amer Shafi'"", None), ('Gêgê', 'D'), ('Abdullah Kano', None), ('R. Bedoui', 'D'), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('N. Besara', 'F'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Muhammad Fallatah', 'M')]","[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Rogerinho', 'M'), ('K. Hyland', 'M'), ('Awadh Khrees', 'M'), ('Luisinho', 'M'), ('Sultan Madash', 'M'), ('Husain Al Monassar', 'M'), ('Hamdan Al Shamrani', 'D'), ('D. Calderón', 'F')]",28,Match Finished,6.63,6.96
151918,Al-Hilal Saudi FC,Al Taawon,0.0,2.0,King Saud University Stadium,2019-04-29 19:00:00,2018/2019,Péricles Chamusca,Pedro Emanuel,4-2-3-1,4-2-3-1,"[('Abdullah Al Maiouf', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'F')]","[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Hamdan Al Ruwaili', 'D'), ('Muteb Al Mufarrij', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Ryan Al Mousa', 'M'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('L. Tawamba Kana', 'F')]",28,Match Finished,6.64,6.99
151919,Al-Raed,Al-Fayha,0.0,0.0,King Abdullah Sport City Stadium,2019-05-11 22:30:00,2018/2019,B. Hasi,N. Zekri,4-2-3-1,5-3-2,"[('A. Doukha', 'G'), ('Khaled Al Ghamdi', 'D'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('I. Mboyo', 'F'), ('Saleh Al Shehri', None)]","[(""Amer Shafi'"", None), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Abdullah Kano', None), ('A. Tziolis', 'M'), ('N. Besara', 'F'), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Omar Al-Mazial', None), ('Muhammad Fallatah', 'M')]",29,Match Finished,7.11,6.93
151920,Al Baten,Ohod,0.0,1.0,Al-Batin Club Stadium,2019-05-11 22:30:00,2018/2019,M. Panait,A. Souayah,4-2-3-1,4-2-3-1,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Z. Ounalli', 'F'), ('Jedaan Al Shemmari', 'M'), ('Mhana Al Enazi', 'D'), ('Abdulaziz Majrashi', 'M'), ('Jhonnattann', 'M'), ('Crysan', 'M'), ('Ramzi Solan', None)]","[('Khaled Sharahili', None), ('C. Medjani', 'M'), ('A. Belaïd', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Tamer Haj Mohamad', 'M'), ('M. Fouzair', 'M'), ('Mohammed Majrashi', 'F'), ('Mohmad Atiah', 'M'), ('Mohameed Eldaw', 'M')]",29,Match Finished,6.74,7.05
151921,Al-Faisaly FC,Al-Ahli Jeddah,1.0,4.0,Prince Salman Bin Abdulaziz Sport City Stadium,2019-05-11 22:30:00,2018/2019,Al Humaidy Al Otaibi,Youssef Anbar,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Rogerinho', 'M'), ('Fahad Al Ansari', 'M'), ('Omar Abdulaziz', 'M'), ('Awadh Khrees', 'M'), ('Luisinho', 'M'), ('Sultan Madash', 'M'), ('Hamdan Al Shamrani', 'D'), ('D. Calderón', 'F')]","[('Mohammed Al Owais', 'G'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('Abdulbasit Hindi', None), ('N. Stanciu', 'M'), ('C. Baeza', 'M'), ('Abdulfattah Asiri', 'M'), ('Yousef Saad Al Harbi', 'F'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F')]",29,Match Finished,6.45,7.2
151924,Al Shabab,Al Taawon,0.0,0.0,Prince Faisal bin Fahd Stadium,2019-05-11 22:30:00,2018/2019,M. Şumudică,Pedro Emanuel,5-3-2,4-4-2,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('Fahad Zahim', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Sebá', 'F'), ('B. Trawally', 'F')]","[('Cássio', None), ('Ricardo Machado', 'D'), ('Naif Mousa', 'D'), ('Muteb Al Mufarrij', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F'), ('Abdulfattah Mohamed Adam', None)]",29,Match Finished,6.99,6.91
151926,Al-Ettifaq,Al-Hilal Saudi FC,0.0,1.0,Prince Saud bin Jalawi Stadium,2019-05-11 22:30:00,2018/2019,Hélder Cristóvão,Péricles Chamusca,4-4-2,4-2-3-1,"[('Mohammed Alhaeti', '-'), ('R. Arias', 'D'), ('Ahmad Al Hbeab', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('B. Alemán', 'M'), ('Hassan Al Habaib', 'M'), ('C. Guanca', 'F'), ('Mohammed Al Kuwaykibi', 'M'), ('Hazzaa Al Hazzaa', 'F'), ('Abdulrahman Al Obod', 'F')]","[('Abdullah Al Maiouf', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Ali Albulayhi', 'D'), ('Abdulmalek Al Khaibri', 'M'), ('Carlos Eduardo', 'M'), ('Hattan Babhir', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]",29,Match Finished,6.66,7.12
151928,Al-Fateh,Al-Raed,0.0,4.0,Prince Abdullah bin Jalawi Stadium,2019-05-16 22:30:00,2018/2019,F. Al Jabal,B. Hasi,4-2-3-1,4-2-3-1,"[('Ali Al Mazidi', 'G'), ('M. Aguirregaray', 'D'), ('Jumaan Al Dosari', 'D'), ('Ali Alawjami', None), ('Mohammed Alfehaid', 'D'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('Hamad Al Juhaim', 'F'), ('S. Jovanović', 'M'), ('Mansour Hamzi', 'M')]","[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'M'), ('H. Belkaroui', 'D'), ('Mohammed Al Amri', None), ('Muteb Al-Mutlaq', 'D'), ('Mohamed Atwa', 'D'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('Bader Al Sulaiteen', 'M'), ('I. Mboyo', 'F'), ('Saleh Al Shehri', None)]",30,Match Finished,6.36,7.31
151930,Al-Hilal Saudi FC,Al Shabab,3.0,2.0,King Saud University Stadium,2019-05-16 22:30:00,2018/2019,Péricles Chamusca,M. Şumudică,4-2-3-1,3-4-1-2,"[('Abdullah Al Maiouf', 'G'), ('Mohammed Jahfali', 'D'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Mohammed Al Burayk', 'D'), ('Abdulmalek Al Khaibri', 'M'), ('Carlos Eduardo', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('Ahmed Al-Fiqi', None), ('B. Gomis', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'M'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('C. Budescu', 'F'), ('Sebá', 'F'), ('Abdullah Alhamddan', 'F')]",30,Match Finished,6.94,6.65
151932,Al-Qadisiyah FC,Al-Hazm,2.0,2.0,Prince Saud bin Jalawi Stadium,2019-05-16 22:30:00,2018/2019,Bandar Basryh,D. Isăilă,4-3-2-1,4-2-3-1,"[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Hatim Belal', None), ('Élton', 'M'), ('Naif Hazazi', None), ('Mansour Al-Najar', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]","[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Diogo Salomão', 'M'), ('Rodolfo', 'M'), ('Masood Bekheet', 'D'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'M'), ('K. Igboananike', 'F'), ('Faris Al Alayaf', 'M')]",30,Match Finished,6.86,6.71
