,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
0,234777,Al-Nassr,Dhamk,2.0,0.0,King Fahd International Stadium,M. Conger,2019-08-22T19:00:00+03:00,2019/2020,Rui Vitória,M. Kouki,4-2-3-1,4-3-3,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Abdullah Madu', 'D'), ('Sultan Al Ghanam', 'D'), ('Giuliano', 'M'), ('Abdulrahman Aldawsari', 'M'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'M'), ('A. Hamdallah', 'F')]","[('C. Rahmani', 'G'), ('Jorge Fellipe', 'D'), ('Majed Hazazi', 'D'), ('B. Sarr', 'M'), ('Hassan Raghfawi', 'D'), ('Mohammed Abusabaan', 'M'), ('Mohanad Al Najai', 'M'), ('A. Kouakou', 'D'), ('M. Iajour', 'F'), ('Z. Hadraf', 'F'), ('Saeed Hzam', 'F')]",1,Match Finished,7.27,6.63
1,234778,Al-Ahli Jeddah,Al-Adalah,1.0,1.0,King Abdullah Sports City,B. Gassama,2019-08-22T20:50:00+03:00,2019/2020,B. Ivanković,S. Kasri,4-4-2,4-3-3,"[('Mohammed Al-Owais', 'G'), ('Hussein Abdul Ghani', 'D'), ('E. Zukanović', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('Josef de Souza', 'M'), ('D. Aleksić', 'F'), ('E. Sarić', 'M'), ('Salman Al Moasher', 'M'), ('Djaniny Tavares', 'F'), ('Abdulfattah Asiri', 'M')]","[('A. Mathlouthi', 'G'), ('A. Ali Guechi', 'D'), ('Mortada Al Barrih', 'D'), ('Abdullah Al Yousef', 'D'), ('Radhi Al Radhi', 'D'), ('Y. Fouzai', 'F'), ('Ahmed Al Nazera', 'F'), ('Nader Al Mowalad', 'M'), ('Abdullah Al-Humayan', 'M'), ('M. Biteghé', 'M'), ('C. Andriamatsinoro', 'F')]",1,Match Finished,6.97,6.84
2,234779,Al-Hilal Saudi FC,Abha,4.0,2.0,King Saud University Stadium,D. Higler,2019-08-23T19:00:00+03:00,2019/2020,R. Lucescu,A. Chebbi,4-2-3-1,4-2-3-1,"[('Abdullah Al Maiouf', 'G'), ('Mohammed Jahfali', 'D'), ('Yasir Al Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Hasan Kadesh', 'D'), ('Carlos Eduardo', 'M'), ('Hattan Bahebri', 'M'), ('Abdullah Otayf', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'M')]","[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('Ahmad Al Hbeab', 'D'), ('A. Atouchi', 'D'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('Khaled Al Zealaiy', None), ('R. Gabriel', 'M'), ('S. Bguir', 'M'), ('Sumayhan Alnabit', 'M'), ('F. Andriatsima', 'F')]",1,Match Finished,7.01,6.51
3,234780,Al Taawon,Al-Hazm,1.0,1.0,King Abdullah Sport City Stadium,Luis Godinho,2019-08-23T19:10:00+03:00,2019/2020,Paulo Sérgio,D. Isăilă,4-4-2,4-2-3-1,"[('Cássio', 'G'), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Yaseen Barnawi', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('C. Amissi', 'M'), ('Rabeaa Sefiani', 'F'), ('Héldon', 'M'), ('L. Tawamba Kana', 'F')]","[('M. Asselah', 'G'), ('Naif Al-Mousa', 'D'), ('Alemão', 'D'), ('Saif Hussain', 'D'), ('D. Fettouhi', 'M'), ('I. Tandia', 'M'), ('Muralha', 'M'), ('Hassan Al-Habib', 'M'), ('Masood Bekheet', 'D'), ('Mansor Hamzi', 'M'), ('Y. Omar', 'F')]",1,Match Finished,6.58,6.76
4,234781,Al-Ittihad FC,Al-Raed,3.0,1.0,King Abdullah Sports City,S. Moen,2019-08-23T20:50:00+03:00,2019/2020,J. Sierra,B. Hasi,4-3-3,4-3-3,"[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Ziyad Al Sahafi', 'D'), ('Hamdan Al Shamrani', 'D'), ('Saud Abdul Hamid', 'D'), ('K. El Ahmadi', 'M'), ('L. Jiménez', 'F'), ('C. Villanueva', 'M'), ('E. Vecchio', 'M'), ('A. Prijović', 'F'), ('Romarinho', 'F')]","[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('Mohammed Al-Shoraimi', 'D'), ('A. Djoum', 'M'), ('Sultan Al Sawadi', 'F'), ('M. Fouzair', 'F'), ('Sultan Farhan', 'M'), ('Mohamed Al Sahli', 'F'), ('J. Daoudi', 'M')]",1,Match Finished,7.01,6.61
5,234782,Al-Fateh,Al Shabab,1.0,2.0,Prince Abdullah bin Jalawi Sports City Stadium,M. van den Kerkhof,2019-08-24T18:50:00+03:00,2019/2020,F. Al Jabal,J. Almirón,4-2-3-1,4-2-3-1,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Ali Alawjami', 'D'), ('Mohammed Naji', 'D'), ('Mohammed Alfehaid', 'M'), ('Tawfiq Buhumaid', 'D'), ('A. Oueslati', 'M'), ('M. Saadane', 'M'), ('M. te Vrede', 'F'), ('Ali Al Zaqan', 'M'), ('Mohammed Al-Dhaw', 'M')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), ('D. Moreno', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Nasser Al Omran', 'M'), ('Sebá', 'M'), ('C. Guanca', 'M'), ('Abdullah Alhamddan', 'F')]",1,Match Finished,6.66,6.56
6,234783,Al-Faisaly FC,Al-Fayha,0.0,0.0,Al Majma'ah Sports City Stadium,M. Conger,2019-08-24T19:05:00+03:00,2019/2020,Péricles Chamusca,Jorge Simão,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Raphael Silva', 'D'), ('Mohammed Qassem Al Nakhli', 'D'), ('R. Bonevacia', 'M'), ('Awadh Khrees', 'D'), ('Luisinho', 'M'), ('Mishari Al Thmali', 'M'), ('Hussain Al Monassar', 'M'), ('William', 'F'), ('Khalid Al Kabi', 'M')]","[(""Amer Shafi'"", 'G'), ('Gêgê', 'D'), ('Omar Al-Mazial', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('Neto', 'M'), ('Rafael Assis', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('S. Owusu', 'M'), ('R. Fernández', 'F'), ('Arsénio', 'M')]",1,Match Finished,7.0,6.69
7,234784,Al Wehda Club,Al-Ettifaq,0.0,2.0,King Abdul Aziz Stadium,B. Gassama,2019-08-24T20:50:00+03:00,2019/2020,M. Cvitanović,Khaled Al Atawi,4-2-3-1,4-2-3-1,"[('M. Zeghba', 'G'), ('K. Adénon', 'D'), ('Sari Amro', 'D'), ('Abdulrahman Al Rio', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('E. Çolak', 'M'), ('Fawaz Al Sagourq', 'D'), ('C. Goodwin', 'M'), ('Y. Niakaté', 'F'), ('Marcos Guilherme', 'M')]","[(""R. M'Bolhi"", 'G'), ('O. Haddadi', 'D'), ('C. Yamberé', 'D'), ('Saad Al Khayri', 'D'), ('Rogerinho', 'M'), ('F. Kiss', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Fwaz Altryes', 'M'), ('Hamed Al Ghamdi', 'F'), ('Ibrahim Mahnashi', 'M'), ('Mohammed Al Kuwaykibi', 'M')]",1,Match Finished,6.72,6.99
8,234785,Al-Adalah,Dhamk,4.0,0.0,Prince Abdullah bin Jalawi Sports City Stadium,D. Makkelie,2019-08-29T18:45:00+03:00,2019/2020,S. Kasri,M. Kouki,4-3-3,4-3-3,"[('A. Mathlouthi', 'G'), ('A. Ali Guechi', 'D'), ('Mortada Al Barrih', 'D'), ('Abdullah Al Yousef', 'D'), ('Radhi Al Radhi', 'D'), ('Y. Fouzai', 'F'), ('Ahmed Al Nazera', 'F'), ('A. Cissé', 'M'), ('Abdullah Al-Humayan', 'M'), ('M. Biteghé', 'M'), ('C. Andriamatsinoro', 'F')]","[('C. Rahmani', 'G'), ('Jorge Fellipe', 'D'), ('B. Sarr', 'M'), ('Hamad Al Jayzani', 'D'), ('Sami Kassar', 'D'), ('Mohamed Hassan', 'F'), ('Mohanad Al Najai', 'M'), ('A. Kouakou', 'D'), ('Abdulaziz Al Shahrani', 'M'), ('M. Iajour', 'F'), ('Z. Hadraf', 'F')]",2,Match Finished,7.16,6.49
9,234786,Al-Fayha,Al-Hazm,2.0,1.0,Al Majma'ah Sports City Stadium,D. Skomina,2019-08-29T20:20:00+03:00,2019/2020,Jorge Simão,D. Isăilă,4-2-3-1,4-2-3-1,"[(""Amer Shafi'"", 'G'), ('Gêgê', 'D'), ('Omar Al-Mazial', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('Neto', 'M'), ('Rafael Assis', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('S. Owusu', 'M'), ('R. Fernández', 'F'), ('Arsénio', 'M')]","[('M. Asselah', 'G'), ('Naif Al-Mousa', 'D'), ('Alemão', 'D'), ('Ahmed Al-Shamrani', 'D'), ('Saif Hussain', 'D'), ('D. Fettouhi', 'M'), ('I. Tandia', 'M'), ('Muralha', 'M'), ('Hassan Al-Habib', 'M'), ('Mansor Hamzi', 'M'), ('Abdulrahman Al Yami', 'F')]",2,Match Finished,6.76,6.7
10,234787,Al Shabab,Al-Faisaly FC,0.0,0.0,King Fahd International Stadium,V. Kassai,2019-08-30T18:55:00+03:00,2019/2020,J. Almirón,Péricles Chamusca,4-1-4-1,4-2-3-1,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), ('Abdulmalek Al Khaibri', 'M'), ('D. Moreno', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Nasser Al Omran', 'M'), ('Sebá', 'M'), ('C. Guanca', 'F')]","[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Raphael Silva', 'D'), ('Mohammed Qassem Al Nakhli', 'D'), ('K. Hyland', 'M'), ('R. Bonevacia', 'M'), ('Awadh Khrees', 'D'), ('Luisinho', 'M'), ('Y. El Jebli', 'M'), ('William', 'F'), ('Khalid Al Kabi', 'M')]",2,Match Finished,7.05,6.75
11,234788,Al Wehda Club,Abha,1.0,2.0,King Abdul Aziz Stadium,Jorge de Sousa,2019-08-30T20:40:00+03:00,2019/2020,M. Cvitanović,A. Chebbi,4-4-2,4-2-3-1,"[('M. Zeghba', 'G'), ('Botía', 'D'), ('Renato Chaves', 'D'), ('Sari Amro', 'D'), ('Waleed Bakshween', 'M'), ('Faisal Darwish', 'M'), ('Fawaz Al Sagourq', 'D'), ('Ali Al-Nemer', 'M'), ('C. Goodwin', 'M'), ('Y. Niakaté', 'F'), ('Marcos Guilherme', 'F')]","[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('M. Tahrat', 'D'), ('A. Atouchi', 'D'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('Khaled Al Zealaiy', None), ('R. Gabriel', 'M'), ('S. Bguir', 'M'), ('Ammar Al Najjar', 'M'), ('Sumayhan Alnabit', 'F')]",2,Match Finished,6.92,6.76
12,234789,Al-Fateh,Al-Nassr,0.0,1.0,Prince Abdullah bin Jalawi Sports City Stadium,O. Hațegan,2019-08-30T20:40:00+03:00,2019/2020,F. Al Jabal,Rui Vitória,4-2-3-1,4-2-3-1,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Ali Alawjami', 'D'), ('Mohammed Naji', 'D'), ('Tawfiq Buhumaid', 'D'), ('A. Oueslati', 'M'), ('M. Saadane', 'M'), ('Ali Al Hassan', 'M'), ('M. te Vrede', 'F'), ('Ali Al Zaqan', 'M'), ('Mohammed Al-Dhaw', 'M')]","[('B. Jones', 'G'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Sultan Al Ghanam', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'M'), ('Firas Albirakan', 'F')]",2,Match Finished,6.64,6.95
13,234790,Al-Ettifaq,Al-Ahli Jeddah,1.0,2.0,Prince Mohamed bin Fahd Stadium,D. Makkelie,2019-08-31T18:40:00+03:00,2019/2020,Khaled Al Atawi,B. Ivanković,4-1-4-1,4-4-2,"[(""R. M'Bolhi"", 'G'), ('O. Haddadi', 'D'), ('C. Yamberé', 'D'), ('Saad Al Khayri', 'D'), ('Rogerinho', 'M'), ('F. Kiss', 'D'), ('Hamed Al Ghamdi', 'M'), ('Ibrahim Mahnashi', 'M'), ('S. Doukara', 'F'), ('Saleh Al Jamaan', 'M'), ('Mohammed Al Kuwaykibi', 'M')]","[('Yasser Al Mosailem', None), ('Hussein Abdul Ghani', 'D'), ('E. Zukanović', 'D'), ('Saeed Al Mowalad', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Josef de Souza', 'M'), ('E. Sarić', 'M'), ('Sultan Madash', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Djaniny Tavares', 'F'), ('Omar Al Somah', 'F')]",2,Match Finished,6.72,6.7
14,234791,Al-Raed,Al-Hilal Saudi FC,0.0,5.0,King Abdullah Sport City Stadium,D. Skomina,2019-08-31T19:05:00+03:00,2019/2020,B. Hasi,R. Lucescu,4-2-3-1,4-2-3-1,"[('A. Doukha', 'G'), ('E. Palomeque', 'D'), ('Mohammed Al Doseri', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('A. Djoum', 'M'), ('M. Fouzair', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'M'), ('Mohamed Al Sahli', 'F'), ('J. Daoudi', 'M')]","[('Abdullah Al Maiouf', 'G'), ('Yasir Al Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Hasan Kadesh', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('Salman Al Faraj', 'M'), ('Hattan Bahebri', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F'), ('Omar Khribin', 'M')]",2,Match Finished,6.12,7.57
15,234793,Al Taawon,Al-Adalah,3.0,2.0,King Abdullah Sport City Stadium,B. Nijhuis,2019-09-13T18:50:00+03:00,2019/2020,Paulo Sérgio,S. Kasri,4-2-3-1,4-2-3-1,"[('Cássio', 'G'), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Madallah Alolayan', 'D'), ('Talal Alabsi', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('C. Amissi', 'M'), ('Ryan Al Mousa', 'M'), ('Héldon', 'M'), ('L. Tawamba Kana', 'F')]","[('A. Mathlouthi', 'G'), ('A. Ali Guechi', 'D'), ('Mortada Al Barrih', 'D'), ('Abdullah Al Yousef', 'D'), ('Radhi Al Radhi', 'D'), ('Y. Fouzai', 'M'), ('Ahmed Al Nazera', 'M'), ('A. Cissé', 'M'), ('Abdullah Al-Humayan', 'M'), ('M. Biteghé', 'M'), ('C. Andriamatsinoro', 'F')]",3,Match Finished,7.06,6.46
16,234794,Dhamk,Al-Ittihad FC,2.0,1.0,Prince Sultan bin Abdul Aziz Stadium,Fábio Veríssimo,2019-09-13T18:50:00+03:00,2019/2020,M. Kouki,J. Sierra,3-5-2,4-2-3-1,"[('C. Rahmani', 'G'), ('Jorge Fellipe', 'D'), ('Jumaan Al Dosari', 'D'), ('B. Sarr', 'D'), ('Hamad Al Jayzani', 'M'), ('Hassan Raghfawi', 'M'), ('Zezinho', 'M'), ('Abdulrahman Al-Safari', 'M'), ('Abdulaziz Al Shahrani', 'F'), ('M. Iajour', 'F'), ('Z. Hadraf', 'M')]","[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Abdulmuhsen Fallatah', 'D'), ('K. El Ahmadi', 'M'), ('L. Jiménez', 'M'), ('C. Villanueva', 'M'), ('E. Vecchio', 'M'), ('A. Prijović', 'F'), ('Romarinho', 'M'), ('Abdulrahman Al Obod', 'D')]",3,Match Finished,6.85,6.62
17,234795,Al-Nassr,Al Shabab,0.0,0.0,King Fahd International Stadium,D. Stefanski,2019-09-13T20:35:00+03:00,2019/2020,Rui Vitória,J. Almirón,4-2-3-1,4-1-4-1,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Sultan Al Ghanam', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdullah Alkhaibari', 'M'), ('Fahad Bin Jumayah', 'M'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), (""A. N'Diaye"", 'M'), ('Somália', 'M'), ('D. Moreno', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Nasser Al Omran', 'M'), ('C. Guanca', 'F')]",3,Match Finished,7.0,6.78
18,234796,Al-Hilal Saudi FC,Al-Fayha,1.0,1.0,King Saud University Stadium,K. Jakubik,2019-09-14T18:40:00+03:00,2019/2020,R. Lucescu,Jorge Simão,4-2-3-1,4-4-2,"[('Abdullah Al Maiouf', 'G'), ('Amiri Kurdi', 'D'), ('Jang Hyun-Soo', 'D'), ('Abdullah Al Hafith', 'D'), ('Hasan Kadesh', 'D'), ('Carlos Eduardo', 'M'), ('G. Cuéllar', 'M'), ('Nawaf Al Abid', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'M'), ('Omar Khribin', 'M')]","[(""Amer Shafi'"", 'G'), ('Gêgê', 'D'), ('Omar Al-Mazial', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('Neto', 'M'), ('Rafael Assis', 'M'), ('Abdulkarim Al Qahtani', 'F'), ('S. Owusu', 'M'), ('R. Fernández', 'F'), ('Arsénio', 'M')]",3,Match Finished,6.78,6.65
19,234797,Abha,Al-Raed,1.0,1.0,Prince Sultan bin Abdul Aziz Stadium,André Narciso,2019-09-14T18:50:00+03:00,2019/2020,A. Chebbi,B. Hasi,4-2-3-1,4-2-3-1,"[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('Ahmad Al Hbeab', 'D'), ('A. Atouchi', 'D'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('R. Gabriel', 'M'), ('S. Bguir', 'M'), ('Ammar Al Najjar', 'M'), ('Sumayhan Alnabit', 'M'), ('Saleh Al Abbas', 'F')]","[('A. Doukha', 'G'), ('E. Palomeque', 'D'), ('Mohammed Al Doseri', 'D'), ('Mohammed Al Amri', 'D'), ('Abdullah Al Fahad', 'D'), ('A. Djoum', 'M'), ('Jehad Al Hussain', 'M'), ('Sultan Al Sawadi', 'M'), ('Ahmed Zain', 'M'), ('J. Daoudi', 'M'), ('M. Pérez', 'F')]",3,Match Finished,6.87,6.71
20,234798,Al-Ahli Jeddah,Al Wehda Club,1.0,2.0,King Abdullah Sports City,M. Jug,2019-09-14T20:35:00+03:00,2019/2020,B. Ivanković,M. Cvitanović,4-4-1-1,4-2-3-1,"[('Yasser Al Mosailem', None), ('E. Zukanović', 'D'), ('Lucas Lima', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('Josef de Souza', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Djaniny Tavares', 'F'), ('Omar Al Somah', 'F'), ('Abdulfattah Asiri', 'M'), ('Abdulrahman Ghareeb', 'M')]","[('M. Zeghba', 'G'), ('Botía', 'D'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('Fawaz Al Sagourq', 'D'), ('Ayman Al Khulaif', 'M'), ('C. Goodwin', 'M'), ('Y. Niakaté', 'F'), ('Marcos Guilherme', 'M')]",3,Match Finished,6.77,6.79
21,234799,Al-Hazm,Al-Ettifaq,0.0,6.0,Ar-Rass Stadium,B. Nijhuis,2019-09-15T18:50:00+03:00,2019/2020,D. Isăilă,Khaled Al Atawi,4-2-3-1,4-1-4-1,"[('M. Asselah', 'G'), ('Naif Al-Mousa', 'D'), ('Alemão', 'D'), ('Saif Hussain', 'D'), ('D. Fettouhi', 'M'), ('I. Tandia', 'M'), ('Muralha', 'M'), ('Masood Bekheet', 'D'), ('E. Asante', 'M'), ('C. Strandberg', 'F'), ('Mansor Hamzi', 'M')]","[(""R. M'Bolhi"", 'G'), ('O. Haddadi', 'D'), ('C. Yamberé', 'D'), ('Saad Al Khayri', 'D'), ('Rogerinho', 'M'), ('F. Kiss', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Fwaz Altryes', 'M'), ('Hamed Al Ghamdi', 'M'), ('Ibrahim Mahnashi', 'M'), ('S. Doukara', 'F')]",3,Match Finished,6.14,7.34
22,234800,Al-Faisaly FC,Al-Fateh,3.0,2.0,Al Majma'ah Sports City Stadium,D. Stefanski,2019-09-15T20:10:00+03:00,2019/2020,Péricles Chamusca,F. Al Jabal,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Raphael Silva', 'D'), ('Khaled Al Ghamdi', 'D'), ('Mohammed Qassem Al Nakhli', 'D'), ('R. Bonevacia', 'M'), ('Luisinho', 'M'), ('Y. El Jebli', 'M'), ('Mashel Ali', 'M'), ('William', 'F'), ('Khalid Al Kabi', 'M')]","[('M. Koval', 'G'), ('André Pinto', 'D'), ('M. Aguirregaray', 'D'), ('Ali Alawjami', 'D'), ('Mohammed Alfehaid', 'M'), ('Tawfiq Buhumaid', 'D'), ('G. Wikheim', 'M'), ('M. Saadane', 'M'), ('Mohammed Majrashi', 'M'), ('M. te Vrede', 'F'), ('Ali Al Zaqan', 'M')]",3,Match Finished,6.82,6.55
23,234801,Dhamk,Al Shabab,1.0,1.0,Prince Sultan bin Abdul Aziz Stadium,S. Gözübüyük,2019-09-19T18:50:00+03:00,2019/2020,M. Kouki,J. Almirón,3-4-3,3-1-4-2,"[('C. Rahmani', 'G'), ('Jorge Fellipe', 'D'), ('Jumaan Al Dosari', 'D'), ('B. Sarr', 'D'), ('Hamad Al Jayzani', 'M'), ('Hassan Raghfawi', 'M'), ('Zezinho', 'M'), ('Abdulrahman Al-Safari', 'M'), ('Abdulaziz Al Shahrani', 'F'), ('M. Iajour', 'F'), ('Z. Hadraf', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', 'D'), ('Hassan Muath Fallatah', 'M'), ('Ahmed Sharahili', 'D'), ('Muteb Al Mufarrij', 'D'), ('I. Adam', 'M'), (""A. N'Diaye"", 'M'), ('Somália', 'M'), ('D. Moreno', 'F'), ('Sebá', 'F'), ('C. Guanca', 'M')]",4,Match Finished,6.69,6.79
24,234803,Al-Adalah,Abha,2.0,1.0,Prince Abdullah bin Jalawi Sports City Stadium,D. Skomina,2019-09-20T18:20:00+03:00,2019/2020,S. Kasri,A. Chebbi,4-3-3,4-2-3-1,"[('A. Mathlouthi', 'G'), ('A. Ali Guechi', 'D'), ('Mortada Al Barrih', 'D'), ('Abdullah Al Yousef', 'D'), ('Radhi Al Radhi', 'D'), ('Y. Fouzai', 'F'), ('Ahmed Al Nazera', 'F'), ('A. Cissé', 'M'), ('Nader Al Mowalad', 'M'), ('M. Biteghé', 'M'), ('C. Andriamatsinoro', 'F')]","[(""A. M'Hamdi"", 'G'), ('Karam Barnawi', 'D'), ('Ahmad Al Hbeab', 'D'), ('A. Atouchi', 'D'), ('Khalid Al-Khathlan', 'D'), ('K.  Aouadhi', 'M'), ('R. Gabriel', 'M'), ('S. Bguir', 'M'), ('Ammar Al Najjar', 'M'), ('Sumayhan Alnabit', 'M'), ('Saleh Al Abbas', 'F')]",4,Match Finished,6.86,6.69
25,234804,Al-Fayha,Al Wehda Club,0.0,1.0,Al Majma'ah Sports City Stadium,R. Martens,2019-09-20T18:35:00+03:00,2019/2020,Jorge Simão,M. Cvitanović,4-4-2,4-2-3-1,"[(""Amer Shafi'"", 'G'), ('Gêgê', 'D'), ('Omar Al-Mazial', 'D'), ('Sami Al Khaibari', 'D'), ('Hani Al Sibyani', 'D'), ('Neto', 'M'), ('Rafael Assis', 'M'), ('Abdulkarim Al Qahtani', 'F'), ('S. Owusu', 'M'), ('R. Fernández', 'F'), ('Arsénio', 'M')]","[('M. Zeghba', 'G'), ('Botía', 'D'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('Fawaz Al Sagourq', 'D'), ('Ayman Al Khulaif', 'M'), ('Ali Al-Nemer', 'M'), ('C. Goodwin', 'M'), ('Y. Niakaté', 'F')]",4,Match Finished,6.71,7.09
26,234805,Al-Nassr,Al-Hazm,0.0,1.0,King Fahd International Stadium,S. Moen,2019-09-20T20:20:00+03:00,2019/2020,Rui Vitória,D. Isăilă,4-2-3-1,4-2-3-1,"[('B. Jones', 'G'), ('Maicon', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Abdullah Madu', 'D'), ('Sultan Al Ghanam', 'D'), ('Petros', 'M'), ('Abdulrahman Aldawsari', 'M'), ('Abdullah Alkhaibari', 'M'), ('Fahad Bin Jumayah', 'M'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]","[('M. Asselah', 'G'), ('Naif Al-Mousa', 'D'), ('Alemão', 'D'), ('Saif Hussain', 'D'), ('D. Fettouhi', 'M'), ('Muralha', 'M'), ('Hassan Al-Habib', 'M'), ('Osama Al Khalaf', 'D'), ('E. Asante', 'M'), ('C. Strandberg', 'F'), ('Faris Al Alayaf', 'M')]",4,Match Finished,6.67,6.97
27,234806,Al-Ettifaq,Al-Faisaly FC,0.0,1.0,Prince Mohamed bin Fahd Stadium,B. Gassama,2019-09-21T18:15:00+03:00,2019/2020,Khaled Al Atawi,Péricles Chamusca,4-1-4-1,4-2-3-1,"[(""R. M'Bolhi"", 'G'), ('O. Haddadi', 'D'), ('C. Yamberé', 'D'), ('Ali Al Khaibari', 'D'), ('Saad Al Khayri', 'D'), ('Rogerinho', 'M'), ('N. Sliti', 'M'), ('Ali Abdullah Hazzazi', 'M'), ('Hamed Al Ghamdi', 'M'), ('Ibrahim Mahnashi', 'M'), ('S. Doukara', 'F')]","[('Mustafa Malayekah', 'G'), ('Igor Rossi', 'D'), ('Raphael Silva', 'D'), ('Khaled Al Ghamdi', 'D'), ('Mohammed Qassem Al Nakhli', 'D'), ('K. Hyland', 'M'), ('R. Bonevacia', 'M'), ('Luisinho', 'M'), ('Y. El Jebli', 'M'), ('William', 'F'), ('Khalid Al Kabi', 'M')]",4,Match Finished,6.87,6.84
